"","Age","Sex","Grade","HGT","WGT","HowDoYouDescribeYourWGT","WhatAreYouTrying2DoAbtWGT","DidYouFastToLoseWGTPast30","DidYouTakePillsToLoseWGTPast30","DidYouVomitToLoseWGTPast30","PCTWhoDescribeThemselvesOWGT","PCTWhoAreTrying2LoseWGT","PCTWhoFastedPast30Days","PCTWhoTookPillsPast30Days","PCTWhoVomitedPast30Days","PCTWhoAreOWGT","RaceEth","PCTWhoAreOBESE","PCTAtRisk4OWGT"
"2839","15 years old","Male","10th grade",1.68,86.18,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2840","15 years old","Male","9th grade",1.65,54.43,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2841","15 years old","Female","9th grade",1.7,81.65,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2842","18 years old or older","Male","12th grade",1.75,90.72,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2843","16 years old","Male","10th grade",1.75,108.86,"Very overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2844","15 years old","Female","10th grade",1.63,57.15,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2845","15 years old","Male","9th grade",1.75,76.2,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2846","14 years old","Female","9th grade",1.68,49.9,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2847","15 years old","Male","9th grade",1.78,65.77,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2848","18 years old or older","Male","12th grade",1.68,90.72,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2849","15 years old","Female","9th grade",1.57,68.49,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2850","15 years old","Female","10th grade",1.65,73.94,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2851","14 years old","Male","9th grade",1.55,41.73,"Very underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2852","17 years old","Female","10th grade",1.63,65.77,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2853","14 years old","Female","9th grade",1.55,63.5,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2854","14 years old","Male","9th grade",1.7,54.43,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2855","16 years old","Male","9th grade",1.65,104.33,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2856","14 years old","Female","9th grade",1.6,54.43,"Slightly overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2857","14 years old","Female","9th grade",1.6,56.7,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2858","14 years old","Male","9th grade",1.65,52.16,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2859","15 years old","Male","10th grade",1.63,48.54,"About the right weight","Not trying to do anything","Yes","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2860","16 years old","Male","10th grade",1.32,54.43,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2861","15 years old","Male","10th grade",1.73,71.67,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2862","15 years old","Male","9th grade",1.6,49.9,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2863","14 years old","Female","9th grade",1.55,58.97,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2864","17 years old","Female","10th grade",1.57,58.97,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2865","15 years old","Male","10th grade",1.7,68.04,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2866","14 years old","Female","9th grade",1.55,48.99,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2867","16 years old","Male","10th grade",1.7,89.81,"Very overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2868","14 years old","Male","9th grade",1.57,47.17,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2869","14 years old","Male","9th grade",1.6,68.04,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2870","15 years old",NA,"9th grade",NA,NA,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2871","14 years old","Male","9th grade",1.7,81.65,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2872","15 years old","Female","9th grade",1.45,42.64,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2873","14 years old","Male","9th grade",1.63,52.16,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2874","15 years old","Male","10th grade",1.68,51.71,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2875","14 years old","Female","9th grade",1.63,54.43,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2876","17 years old","Female","10th grade",1.7,58.51,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2877","16 years old","Male","9th grade",1.73,85.28,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2878","15 years old","Female","9th grade",1.6,73.94,"Slightly overweight","Lose weight","Yes","Yes","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2879","14 years old","Female","9th grade",1.63,57.15,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2880","15 years old","Male","9th grade",1.73,61.24,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2881","14 years old","Female","9th grade",1.57,42.64,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2882","14 years old","Female","9th grade",1.55,40.82,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2883","14 years old","Female","9th grade",1.5,54.43,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2884","14 years old","Female","9th grade",1.6,69.4,"Slightly overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2885","16 years old","Female","10th grade",1.63,72.12,"Very overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2886","15 years old","Female","9th grade",1.63,53.52,"Very overweight","Lose weight","Yes","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2887","16 years old","Male","10th grade",1.73,63.5,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2888","14 years old","Female","9th grade",1.55,59.42,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2889","14 years old","Female","9th grade",1.6,57.61,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2890","15 years old","Male","10th grade",1.6,73.48,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2891","14 years old","Male","9th grade",1.75,111.13,"Very overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2892","15 years old","Female","9th grade",NA,NA,"Slightly overweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2893","15 years old","Male","9th grade",1.68,81.65,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2894","15 years old","Male","9th grade",NA,NA,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2895","16 years old","Male","10th grade",1.73,82.1,"Slightly overweight","Lose weight","Yes","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2896","15 years old","Male","9th grade",1.73,89.81,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2897","15 years old","Male","9th grade",1.7,64.86,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2898","15 years old","Male","9th grade",1.7,97.98,"About the right weight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2899","15 years old","Male","9th grade",1.7,76.2,"About the right weight","Lose weight","No","Yes","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2900","16 years old","Male","11th grade",1.75,81.65,"Slightly overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2901","14 years old","Female","9th grade",1.63,50.8,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2902","15 years old","Male","9th grade",1.65,50.35,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2903","15 years old","Female","9th grade",1.63,68.04,"Very underweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2904","15 years old","Female","9th grade",1.37,49.9,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2905","15 years old","Male","9th grade",1.68,62.14,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2906","15 years old","Female","9th grade",1.5,57.15,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2907","15 years old","Female","9th grade",1.45,55.34,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2908","17 years old","Male","10th grade",1.85,74.84,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2909","14 years old","Female","9th grade",1.65,63.5,"Slightly overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2910","14 years old","Male","9th grade",1.57,49.9,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2911","14 years old","Female","9th grade",1.55,46.72,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2912","14 years old","Female","9th grade",1.63,47.63,"Slightly underweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2913","14 years old","Male","9th grade",1.63,52.62,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2914","17 years old","Female","10th grade",1.57,52.16,"Very overweight","Lose weight","Yes","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2915","15 years old","Female","9th grade",1.65,68.04,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2916","14 years old","Female","9th grade",1.57,61.24,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2917","16 years old","Male","11th grade",1.78,55.34,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2918","16 years old","Female","11th grade",1.63,74.84,"Very overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"2919","17 years old","Female","11th grade",1.5,48.08,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2920","16 years old","Male","11th grade",1.55,65.77,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2921","18 years old or older","Female","12th grade",1.65,61.24,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2922","17 years old","Female","11th grade",1.68,58.97,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2923","17 years old","Male","11th grade",1.8,88,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"2924","16 years old","Male","11th grade",1.78,70.31,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"2925","15 years old","Male","11th grade",1.73,67.13,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2926","16 years old","Male","11th grade",1.73,61.24,"Slightly underweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2927","17 years old","Female","11th grade",1.7,56.7,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2928","17 years old","Female","11th grade",NA,NA,"Very underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2929","17 years old","Male","11th grade",1.75,66.23,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Asian",NA,NA
"2930","16 years old","Male","11th grade",1.78,95.26,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2931","17 years old","Male","11th grade",1.83,90.72,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2932","17 years old","Female","11th grade",1.5,52.16,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2933","17 years old","Male","11th grade",1.73,64.86,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2934","17 years old","Male","11th grade",1.73,68.04,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2935","17 years old","Female","12th grade",1.52,52.16,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2936","18 years old or older","Female","12th grade",1.63,74.84,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2937","18 years old or older","Female","12th grade",1.75,61.24,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2938","17 years old","Female","11th grade",1.7,62.6,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2939","16 years old","Female","11th grade",1.7,74.39,"Slightly overweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2940","17 years old","Female","11th grade",1.6,56.7,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2941","18 years old or older","Female","12th grade",1.57,54.43,"Slightly overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2942","18 years old or older","Female","12th grade",1.63,54.43,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2943","18 years old or older","Male","11th grade",1.65,78.93,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2944","18 years old or older","Female","12th grade",1.52,49.9,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2945","17 years old","Female","12th grade",1.6,63.5,"About the right weight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2946","15 years old","Male","10th grade",1.6,48.54,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2947","16 years old","Female","10th grade",NA,NA,"Very underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2948","15 years old","Female","10th grade",1.68,61.24,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2949","18 years old or older","Male","11th grade",NA,NA,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2950","15 years old","Male","9th grade",1.65,61.24,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2951","15 years old","Male","9th grade",1.68,62.6,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2952","16 years old","Male","10th grade",1.73,54.43,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2953","15 years old","Male","9th grade",1.73,90.72,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2954","15 years old","Male","9th grade",1.78,79.38,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2955","15 years old","Female","9th grade",1.6,50.35,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2956","14 years old","Female","9th grade",NA,NA,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2957","14 years old","Female","9th grade",1.68,55.34,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2958","14 years old","Female","9th grade",1.7,72.58,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2959","15 years old","Male","9th grade",1.75,56.7,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2960","15 years old","Female","9th grade",1.63,59.88,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2961","14 years old","Female","9th grade",1.7,88.91,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2962","15 years old","Female","9th grade",1.52,47.63,"Slightly underweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2963","14 years old","Female","9th grade",1.65,49.9,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2964","14 years old","Female","9th grade",1.73,72.58,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2965","15 years old","Female","9th grade",1.57,48.08,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2966","14 years old","Female","9th grade",1.5,52.16,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2967","15 years old","Female","9th grade",1.6,62.6,"Slightly overweight","Lose weight","Yes","Yes","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2968","15 years old","Female","9th grade",1.7,83.92,"Very overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2969","14 years old","Female","9th grade",1.63,54.43,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2970","14 years old","Female","9th grade",1.7,47.63,"Slightly underweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2971","15 years old","Male","9th grade",1.73,64.86,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2972","15 years old","Male","9th grade",1.52,38.56,"Very underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2973","14 years old","Female","9th grade",1.6,49.9,"Slightly overweight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2974","15 years old","Female","9th grade",1.7,72.12,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"2975","15 years old","Female","9th grade",1.65,61.24,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2976","14 years old","Female","9th grade",1.57,54.43,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2977","15 years old","Male","9th grade",1.7,50.8,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2978","16 years old","Female","10th grade",1.73,53.98,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2979","16 years old","Female","10th grade",1.63,48.54,"About the right weight","Stay the same weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2980","16 years old","Female","10th grade",1.7,61.24,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2981","16 years old","Female","10th grade",NA,NA,"Slightly overweight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2982","16 years old","Male","10th grade",NA,NA,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2983","16 years old","Male","10th grade",1.91,108.41,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"2984","15 years old","Female","10th grade",1.6,48.99,"About the right weight","Lose weight","Yes","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2985","15 years old","Female","10th grade",1.6,49.9,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2986","16 years old","Female","10th grade",1.65,49.9,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2987","16 years old","Male","10th grade",1.7,97.52,"Slightly overweight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"2988","15 years old","Male","10th grade",1.7,56.7,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2989","16 years old","Male","10th grade",1.75,63.5,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2990","16 years old","Female","10th grade",1.63,58.97,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2991","15 years old","Female","10th grade",1.68,52.16,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Black or African American",NA,NA
"2992","16 years old","Female","10th grade",1.55,48.54,"About the right weight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2993","15 years old","Female","10th grade",NA,NA,"Slightly overweight","Lose weight","No","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2994","16 years old","Male","10th grade",1.68,52.62,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"2995","17 years old","Male","12th grade",1.91,70.31,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2996","18 years old or older","Male","12th grade",1.8,74.84,"About the right weight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2997","17 years old","Male","12th grade",1.88,72.58,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Non-Hispanic",NA,NA
"2998","18 years old or older","Female","12th grade",1.83,63.5,"About the right weight","Lose weight","No","No","No",NA,NA,NA,NA,NA,NA,"Hispanic/Latino",NA,NA
"2999","18 years old or older","Male","12th grade",1.85,65.77,"Slightly underweight","Gain weight","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"3000","17 years old","Male","12th grade",1.78,73.48,"About the right weight","Stay the same weight","No","No","No",NA,NA,NA,NA,NA,NA,"Multiple - Hispanic",NA,NA
"3001","17 years old","Male","12th grade",1.85,127.01,"Very overweight","Lose weight","No","Yes","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"3002","18 years old or older","Female","12th grade",1.55,59.88,"Slightly overweight","Lose weight","Yes","No","Yes",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
"3003","18 years old or older","Male","12th grade",1.8,63.5,"Slightly underweight","Not trying to do anything","No","No","No",NA,NA,NA,NA,NA,NA,"Native Hawaiian/other PI",NA,NA
